Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number in Cohort,Number Graduated,Percent Graduated in 4 Years
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,All,60,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,American Indian or Alaska Native,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Asian,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Black/African American,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,English Learners,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,ELFEP14,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Female,31,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Hispanic or Latino,12,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Income Eligibility 1 & 2,14,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Male,29,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Multiple Races,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,Special Education,*,*,*
2023,4 Year,4153,St Johns Unified District,4711,St Johns High School,Apache,White,38,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,All,14,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,American Indian or Alaska Native,*,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Female,*,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Hispanic or Latino,*,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Male,*,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,Multiple Races,*,*,*
2023,4 Year,4153,St Johns Unified District,89607,St. Johns Learning Center,Apache,White,*,*,*
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,All,149,125,83.9
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,American Indian or Alaska Native,141,124,87.9
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,English Learners,*,*,*
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,ELFEP14,*,*,*
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Female,75,63,84
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Male,74,62,83.8
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,Special Education,19,*,*
2023,4 Year,4154,Window Rock Unified District,4717,Window Rock High School,Apache,White,*,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,All,85,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,English Learners,*,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,ELFEP14,*,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Female,39,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Hispanic or Latino,28,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Income Eligibility 1 & 2,18,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Male,46,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Multiple Races,*,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,Special Education,*,*,*
2023,4 Year,4155,Round Valley Unified District,4721,Round Valley High School,Apache,White,48,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,All,30,17,56.7
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,American Indian or Alaska Native,*,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,English Learners,*,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,ELFEP14,*,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,Female,14,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,Hispanic or Latino,13,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,Male,16,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,Multiple Races,*,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,Special Education,*,*,*
2023,4 Year,4155,Round Valley Unified District,92686,Round Valley AOI,Apache,White,13,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,All,52,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,American Indian or Alaska Native,50,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,English Learners,*,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,ELFEP14,*,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Female,26,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Hispanic or Latino,*,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Income Eligibility 1 & 2,47,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Male,26,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Multiple Races,*,*,*
2023,4 Year,4156,Sanders Unified District,4724,Valley High School,Apache,Special Education,*,*,*
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,All,116,69,59.5
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,American Indian or Alaska Native,100,64,64
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Asian,*,*,*
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,English Learners,*,*,*
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,ELFEP14,*,*,*
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Female,54,40,74.1
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Hispanic or Latino,*,*,*
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Income Eligibility 1 & 2,98,66,67.3
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Male,62,29,46.8
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Multiple Races,*,*,*
2023,4 Year,4157,Ganado Unified School District,4728,Ganado High School,Apache,Special Education,11,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,All,236,177,75
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,American Indian or Alaska Native,218,174,79.8
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Asian,*,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Black/African American,*,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,English Learners,17,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,ELFEP14,22,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Female,119,91,76.5
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Foster Care,*,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Homeless,*,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Male,117,86,73.5
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Military,*,*,*
2023,4 Year,4158,Chinle Unified District,4737,Chinle High School,Apache,Special Education,26,*,*
2023,4 Year,4158,Chinle Unified District,1001800,Hozho Online Academy,Apache,All,*,*,*
2023,4 Year,4158,Chinle Unified District,1001800,Hozho Online Academy,Apache,American Indian or Alaska Native,*,*,*
2023,4 Year,4158,Chinle Unified District,1001800,Hozho Online Academy,Apache,Female,*,*,*
2023,4 Year,4158,Chinle Unified District,1001800,Hozho Online Academy,Apache,Male,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,All,49,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,American Indian or Alaska Native,47,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,English Learners,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,ELFEP14,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,Female,16,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,Hispanic or Latino,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,Homeless,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,Male,33,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,Special Education,*,*,*
2023,4 Year,4159,Red Mesa Unified District,4741,Red Mesa High School,Apache,White,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,All,98,85,86.7
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,American Indian or Alaska Native,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Asian,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Black/African American,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Female,46,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Hispanic or Latino,27,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Income Eligibility 1 & 2,52,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Male,52,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Military,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Multiple Races,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Native Hawaiian or Pacific Islander,*,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,Special Education,13,*,*
2023,4 Year,4168,Tombstone Unified District,4751,Tombstone High School,Cochise,White,57,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,All,95,68,71.6
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Black/African American,*,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,English Learners,13,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,ELFEP14,15,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Female,36,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Hispanic or Latino,67,54,80.6
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Income Eligibility 1 & 2,40,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Male,59,*,71.2
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Multiple Races,*,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,Special Education,*,*,*
2023,4 Year,4169,Bisbee Unified District,4754,Bisbee High School,Cochise,White,16,*,*
2023,4 Year,4169,Bisbee Unified District,1000301,Copper Credits,Cochise,All,*,*,*
2023,4 Year,4169,Bisbee Unified District,1000301,Copper Credits,Cochise,Female,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,All,88,77,87.5
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,American Indian or Alaska Native,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Asian,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,English Learners,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,ELFEP14,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Female,49,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Hispanic or Latino,59,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Income Eligibility 1 & 2,16,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Male,39,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Migrant,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,Special Education,*,*,*
2023,4 Year,4170,Willcox Unified District,4757,Willcox High School,Cochise,White,26,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,All,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,English Learners,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,ELFEP14,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,Female,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,Male,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,Special Education,*,*,*
2023,4 Year,4171,Bowie Unified District,4759,Bowie High School,Cochise,White,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,All,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Female,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Male,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,Special Education,*,*,*
2023,4 Year,4172,San Simon Unified District,4760,San Simon School,Cochise,White,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,All,24,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,English Learners,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,ELFEP14,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,Female,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,Male,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,Special Education,*,*,*
2023,4 Year,4173,St David Unified District,4762,St David High School,Cochise,White,23,*,*
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,All,365,295,80.8
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Black/African American,*,*,*
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,English Learners,42,*,*
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,ELFEP14,52,41,78.8
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Female,181,154,85.1
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Hispanic or Latino,342,290,84.8
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Homeless,*,*,*
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Income Eligibility 1 & 2,276,234,84.8
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Male,184,141,76.6
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Migrant,*,*,*
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,Special Education,17,*,*
2023,4 Year,4174,Douglas Unified District,4773,Douglas High School,Cochise,White,*,*,*
2023,4 Year,4174,Douglas Unified District,1001916,DUSD Online Academy,Cochise,All,*,*,*
2023,4 Year,4174,Douglas Unified District,1001916,DUSD Online Academy,Cochise,ELFEP14,*,*,*
2023,4 Year,4174,Douglas Unified District,1001916,DUSD Online Academy,Cochise,Female,*,*,*
2023,4 Year,4174,Douglas Unified District,1001916,DUSD Online Academy,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,All,453,421,92.9
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,American Indian or Alaska Native,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Asian,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Black/African American,30,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,English Learners,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,ELFEP14,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Female,221,209,94.6
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Foster Care,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Hispanic or Latino,163,148,90.8
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Income Eligibility 1 & 2,112,98,87.5
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Male,232,212,91.4
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Military,41,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Multiple Races,39,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Native Hawaiian or Pacific Islander,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,Special Education,36,*,*
2023,4 Year,4175,Sierra Vista Unified District,4783,Buena High School,Cochise,White,203,191,94.1
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,All,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,Female,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,Homeless,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,Income Eligibility 1 & 2,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,Male,*,*,*
2023,4 Year,4175,Sierra Vista Unified District,1001827,SVUSD AOI,Cochise,White,*,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,All,28,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,American Indian or Alaska Native,*,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,English Learners,*,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,ELFEP14,*,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,Female,12,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,Income Eligibility 1 & 2,25,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,Male,16,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,Special Education,*,*,*
2023,4 Year,4190,Valley Union High School District,4800,Valley Union High School,Cochise,White,21,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,All,31,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Black/African American,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Female,13,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Income Eligibility 1 & 2,16,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Male,18,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Military,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Multiple Races,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,Special Education,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4801,Center for Academic Success #1 - Sierra Vista 9-12,Cochise,White,15,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,All,36,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,English Learners,11,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,ELFEP14,16,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,Female,16,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,Hispanic or Latino,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,Homeless,*,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,Income Eligibility 1 & 2,36,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,Male,20,*,*
2023,4 Year,4191,"Center for Academic Success, Inc.",4802,Center for Academic Success #2 - Douglas 9-12,Cochise,Special Education,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,All,45,23,51.1
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,American Indian or Alaska Native,20,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,English Learners,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,ELFEP14,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Female,23,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Hispanic or Latino,17,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Homeless,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Income Eligibility 1 & 2,24,12,50
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Male,22,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Multiple Races,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Native Hawaiian or Pacific Islander,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,Special Education,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4803,Summit High School,Coconino,White,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,All,446,413,92.6
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,American Indian or Alaska Native,109,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Asian,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Black/African American,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,English Learners,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,ELFEP14,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Female,212,200,94.3
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Foster Care,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Hispanic or Latino,101,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Homeless,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Income Eligibility 1 & 2,105,94,89.5
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Male,234,213,91
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Military,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Multiple Races,12,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,Special Education,52,*,*
2023,4 Year,4192,Flagstaff Unified District,4819,Flagstaff High School,Coconino,White,216,201,93.1
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,All,328,290,88.4
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,American Indian or Alaska Native,76,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Black/African American,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,English Learners,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,ELFEP14,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Female,167,155,92.8
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Foster Care,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Hispanic or Latino,109,97,89
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Homeless,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Income Eligibility 1 & 2,83,70,84.3
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Male,161,135,83.9
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Multiple Races,11,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Native Hawaiian or Pacific Islander,*,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,Special Education,47,*,*
2023,4 Year,4192,Flagstaff Unified District,4820,Coconino High School,Coconino,White,126,113,89.7
2023,4 Year,4192,Flagstaff Unified District,230656,Northern Arizona Distance Learning,Coconino,All,12,*,*
2023,4 Year,4192,Flagstaff Unified District,230656,Northern Arizona Distance Learning,Coconino,Asian,*,*,*
2023,4 Year,4192,Flagstaff Unified District,230656,Northern Arizona Distance Learning,Coconino,Female,*,*,*
2023,4 Year,4192,Flagstaff Unified District,230656,Northern Arizona Distance Learning,Coconino,Hispanic or Latino,*,*,*
